name,description,property_type_name,province_name,district_name,ward_name,street_name,project_name,price,area,floor_count,frontage_width,house_depth,road_width,bedroom_count,bathroom_count,house_direction,balcony_direction,published_at
"Đất tại thôn 3 Ba Trại, Ba Vì, Hà Nội bám mặt đường nhựa huyện lộ nối từ K9 đi khoảng nóng Thuần Mỹ","- Lô đất mặt đường nhựa huyện lộ nối từ K9 đi khoáng nóng Thuần Mỹ. - Lô 1: 316,9m2, có 150m2 đất ở - giá 2,3 tỷ. - Lô 8: 376,9m2, có 150m2 đất ở - giá 2,45 tỷ. - Khu vực dân cư đông, dịch vụ tiện ích xung quanh đầy đủ. - Hạ tầng giao thông thuận tiện, đường xe tải tránh. - Đất gần khu di tích K9, khoáng nóng Thuần Mỹ. - Đất cách trung tâm Hà Nội 60km. - Địa chỉ: Ba Trại, Ba Vì, Hà Nội. Liên hệ (zalo): [phone_number]",Đất,Hà Nội,Ba Vì,Ba Trại,,,2450000000.0,376.9,,,,,,,,,2025-06-06T04:57:14.615000
"Duy nhất căn chung cư 3PN, 2WC-full đồ tại Mailand Hanoi City-128m2-giá tốt nhất tháng 6 chỉ 7 tỷ","3 ngủ 128m2 giá chỉ 7 tỷ - bao toàn bộ thuế phí - tặng toàn bộ nội thất + đồ điện tử + ưu đãi cđt đến 2027. - Diện tích: 128m2, 3 ngủ 2WC, chủ để lại toàn bộ nội thất + đồ điện tử. - Khu dân trí cao, an ninh tốt, trường mầm non, tiểu học ngay trong KĐT. - Di chuyển thuận tiện, mặt đường 3.5, 70, ra Mỹ Đình 15 phút đi xe. - Đầy đủ tiện ích: Siêu thị, cafe, gym, bể bơi,... - Hỗ trợ vay ngân hàng lãi suất chỉ từ 5,5%. - Chủ gia lộc sâu cho khách chốt cọc sớm. Liên hệ ngay: Em [phone_number] để xem nhà thực tế, làm việc trực tiếp với chủ nhà.",Căn hộ chung cư,Hà Nội,Hoài Đức,An Khánh,Đại lộ Thăng Long,Mailand Hanoi City,7000000000.0,128.0,,,,,3.0,2.0,,Nam,2025-06-24T13:01:37.678000
"Bán nhà phố Nam Dư, Hoàng Mai, dân xây kiên cố, ô tô đỗ cổng, 5 tầng đổ full mái, sổ đỏ vuông vắn","Bán nhà phố Nam Dư, Hoàng Mai, dân xây kiên cố, ô tô đỗ cổng, 5 tầng đổ full mái, sổ đỏ vuông vắn. . Gần chợ, trường học mầm non, cấp 1,2 phường Lĩnh Nam, khu dân trí cao, hàng xóm văn minh . Gần các phố lớn, Lĩnh Nam, Thanh Lân, Tây Trà, gần đường cao tốc Vành Đai 3, Cầu Thanh trì . Sổ đỏ chính chủ, sang tên nhanh chóng Liên hệ em Bang để gặp chủ nhà - Ngoài ra em Bang còn nhiều nhà, chủ gửi bán: nhà riêng phố Lĩnh Nam, nhà riêng phố Nam Dư, nhà riêng phố Thanh Lân, nhà riêng phố Đại Đồng, nhà riêng phố Ngũ Nhạc, nhà riêng phố Tây Trà",Nhà,Hà Nội,Hoàng Mai,Lĩnh Nam,Nam Dư,,6500000000.0,34.0,,,,,,,,,2025-06-10T08:19:39.765000
"Cứu chủ nhà !!! mặt tiền 5m phân lô mạc thái tổ , 7 tầng , thông sàn , ô tô dừng đỗ , kd đỉnh","*** chủ nhà đang thở ô xi rồi ạ ! nhờ các sếp cấp cứu !!! *** chủ đang gặp khó khăn về tài chính cần bán nhanh căn nhà này *** hiếm có căn nhà nào trong cùng phân khúc trong kv đang có giá tốt như vậy , thửa đất phân lô vuông đẹp *** nằm trong kv có dân trí cao , hàng xóm toàn cán bộ , văn minh , quanh nhà mình có nhiều hộ kinh doanh văn phòng *** căn nhà được xây dựng 7 tầng thông sàn kinh doanh *** lưu ý đây là thời điểm rất tốt để các sếp sở hữu được tài sản này khi có vị trí đẹp , quan trọng nhất là chủ mót bán lắm rồi ạ *** lh em hải nắm chắc chủ nhà [phone_number]",Nhà,Hà Nội,Cầu Giấy,Yên Hòa,Mạc Thái Tổ,,18800000000.0,50.0,,5.0,,,5.0,,,,2025-06-18T09:01:56.137000
Nhà em giảm 500tr để thanh khoản căn hộ 89m2 3PN full view đẹp nhất toà GS1 SmartCity.,"Nhà em giảm 500tr để thanh khoản căn hộ 89m2, 3PN full view đẹp nhất toà GS1 Vin Smart City. LH - Căn hộ tầng trung, căn mã 08, mã căn đẹp nhất nhì toà GS1 phân khu The Miami, khu đô thị Vinhomes Smart City. - Diện tích: 89m2, thông thuỷ 82m2, thiết kế 3 phòng ngủ, căn góc đầu hồi 3 phòng ngủ, 2 vệ sinh, phòng khách liền bép, ban công, logia, căn hộ có 3 mặt thoáng sáng. - Nội thất đầy đủ, tiện nghi. - Toà chung cư cao cấp với đầy đủ tiện ích, mới đưa vào vận hành còn như mới 100%, tiện ích đầy đủ, không gian sống lý tưởng. Nằm trong khu đô thị thông minh, kết nối trung tâm thuận tiện. - Sổ đỏ chính chủ, nhà em đang cho khách thuê giá 18tr/ tháng. Khách mua để ở hoặc cho thuê dòng tiền. - Giá bán: 5,8 tỷ. LH: Trần Minh: or",Căn hộ chung cư,Hà Nội,Nam Từ Liêm,Tây Mỗ,,Phân khu The Miami - Vinhomes Smart City,5800000000.0,89.0,,,,,3.0,2.0,,,2025-06-24T16:13:27.112000
"Siêu phẩm building 10 tầng, Trần Thái Tông - ngõ to hơn phố - vỉa hè đánh pickle ball - thang máy","Trần Thái Tông 130m2 / 10 tầng / 8m mặt tiền. Siêu phẩm building 10 tầng, Trần Thái Tông - ngõ to hơn phố - vỉa hè đánh pickle ball - thang máy chạy vù vù. Đường 4 ô tô tránh nhau, vỉa hè 7m rộng rãi thoải mái cho các sếp đánh Pickle Ball. Đường thông tứ tung sang Trương Công Giai, Khúc Thừa Dụ, Thọ Tháp. Toà nhà xây dựng 10 tầng thang máy chạy vù vù, có hầm rộng rãi để vài chục chiếc xe máy. Hiện đang cho thuê làm văn phòng hạng A hiện đại cực kì chất lượng. Giá chào 106,5 tỷ (CTL. Sổ đỏ chính chủ, giao dịch ngay[phone_number]Zl/lh em).",Nhà,Hà Nội,Cầu Giấy,Dịch Vọng,Trần Thái Tông,,106500000000.0,130.0,,8.0,,,,,,,2025-06-25T02:09:00.819000
"Chính chủ bán nhà Núi Trúc, Kim Mã Giảng Võ 37m2 5T 4m MT mặt phố siêu hiếm","Chính chủ gửi bán nhà mặt phố Núi Trúc, Kim Mã gần hồ Giảng Võ 37m2 - nhỉnh 20 tỷ - siêu hiếm - kinh doanh đỉnh. Vị trí đắc địa, trung tâm quận Ba Đình, mặt phố rất đẹp siêu hiếm, thuận tiện đi lại các tuyến phố Kim Mã, Núi Trúc, Giảng Võ, Nguyễn Thái Học, Ngọc Khánh. Tiện ích: Gần các trường học bán kính 500m quanh nhà, hàng xóm TTTM Lotte, tiện ích hoàn hảo, an sinh đỉnh cao. Kinh doanh: Nằm trên trục chính của Ba Đình, trung tâm Hà Nội, mặt tiền 4m bề thế, toà nhà 5 tầng kết mặt phố 5 làn ô tô tránh nhau, mật độ qua lại bậc nhất Ba Đình kinh doanh gì cũng ra tiền. Rất phù hợp để kinh doanh có sẵn dòng tiền cho thuê hàng tháng - ở,... - Sổ đỏ chỉnh chủ vuông vắn A4 nở hậu, sẵn sàng sang tên. - Liên hệ: Tiến lợi [phone_number]",Nhà,Hà Nội,Ba Đình,Giảng Võ,Núi Trúc,,24000000000.0,37.0,,4.0,,,3.0,4.0,,,2025-06-06T05:52:48.868000
"Chỉ 1,73 tỷ chính chủ bán CT10A Đại Thanh. Thanh Trì Hà Nội. 47,3m2 có thể cải tạo thành 2PN","Chỉ 1,73 tỷ chính chủ bán CT10A Đại Thanh. Thanh Trì Hà Nội. 47,3m2 có thể cải tạo thành 2PN, có gác lửng. Pháp lý HĐMB. Sẵn sàng giao dịch. Ban công. View đường đôi. Giá: Nhỉnh 1,7 tỷ chút xíu. Liên hệ:",Căn hộ chung cư,Hà Nội,Thanh Trì,Tả Thanh Oai,Phan Trọng Tuệ,Chung cư Đại Thanh,1730000000.0,47.3,,,,,1.0,1.0,Đông - Nam,Tây,2025-06-27T03:49:30.709000
"Bán nhà 5 tầng, Vũ Văn Cẩn, Hà Đông, ô tô, thang máy, 2 thoáng","Bán nhà 5 tầng, Vũ Văn Cẩn, Hà Đông, ô tô, thang máy, 2 thoáng. Diện tích 60m2 x 5 tầng, mặt tiền 4.5m - Nhà xây mới 5 tầng thang máy, mặt tiền lớn, sát mặt phố, 2 mặt thoáng trước sau, ngõ trước nhà ô tô tránh, 1 đỏ lùi đỗ gara. - Vị trí tiếp giáp khu đô thị Galaxy Vạn Phúc, gần vườn hoa Vạn Phúc, khu vực dân trí cao. - Giá chào 16.9 tỷ - Liên hệ : 0984.888.356",Nhà,Hà Nội,Hà Đông,Vạn Phúc,,,16899999999.0,60.0,5.0,4.5,13.33,,4.0,4.0,,,2025-06-17T09:40:32.822000
Chùa Láng - view hồ - vỉa hè - kinh doanh siêu đỉnh - ô tô tránh - phân lô 2 thoáng,"Chùa Láng - view hồ - vỉa hè - kinh doanh siêu đỉnh - ô tô tránh - phân lô 2 thoáng. - Diện tích 50m2 - MT 4.5m - Giá 28.8 tỷ. - Nhà dân xây móng ép cọc có thể lên 8 tầng thoải mái, chắc chắn thoáng trước sau, hiện đang cho thuê 40tr/th. * Thiết kế. - Nhà cầu thang giữa từ tầng 1 đến tầng 4 là 1 tầng 2 phòng. - Tầng 5 là mái tum, sân trồng cây. - Sổ đỏ đẹp, sẵn sàng giao dịch.",Nhà,Hà Nội,Đống Đa,Láng Thượng,Chùa Láng,,28800000000.0,50.0,,4.0,,,,4.0,,,2025-06-10T02:57:38.622000
"Bán căn 2 ngủ VP5 bán đảo Linh Đàm. SĐCC. 3,x tỷ","Bán căn hộ chung cư VP5 bán đảo Linh Đàm. SĐ Diện tích sổ đỏ: 58,5m2- Thiết kế 2 ngủ 2vs. Full nội thất mới 100% như hình Giá 3,8x tỷ bao sang tên (TL) Liên hệ xem nhà: [phone_number]",Căn hộ chung cư,Hà Nội,Hoàng Mai,Hoàng Liệt,Nguyễn Duy Trinh,VP5 Linh Đàm,3800000000.0,58.0,,,,,,,,,2025-06-03T07:25:56.886000
"Bán Nhà Cực Đẹp, Cống Vị 5 Tầng, Gần LOTTE, Ngõ Thoáng, Gần Phố, Giá Tốt Nhất Khu [phone_number]","SIÊU VÍP 20M RA Ô TÔ - NGÕ THOÁNG TIỆN ÍCH BẠT NGÀN Mô tả: Vị trí quá đẹp 20m ra ô tô, khu vực hiếm nhà bán, tiện ích dịch vụ sầm uất đêm ngày. - Giao thông thuận tiện kết nối Phố Đội Cấn, Liễu Giai, Đào Tấn, ba bước chán ra chợ Cống Vị, Bệnh Viện 354, siẻu thị TTTM LOTTE, trường cấp 1.2 Hoàng Diệu. Thiết kế. 5 tầng hiện đại. -Tầng 1: để xe, phòng khách, bếp, WC. - Tầng 2.3.4: mỗi tầng 2 PN + WC. - Tầng 5. 1 Phòng, sân phơi. Sổ đỏ chính chủ Liên hệ E Ngô Ánh [phone_number]",Nhà,Hà Nội,Ba Đình,Cống Vị,Đội Cấn,,10600000000.0,45.0,,,,,,,,,2025-06-11T19:31:28.936000
Bán nhà phố Lạc Long Quân - Quận Tây Hồ - ô tô - kinh doanh - gần hồ - 55 m2 - 5 tầng - MT 5m,Bán gấp nhà phố Lạc Long Quân - Quận Tây Hồ. + 55 m2 - 5 tầng - MT 5m. + Ô tô đỗ vào nhà. + Ngõ thông tứ tung - kinh doanh. + Nhà đẹp - dân xây - ở ngay. + Có ô chờ thang máy. + Tiện ích xung quanh bạt ngàn. + Sát hồ tây. + Chủ nhà thiện chí bán. + Sổ đỏ chính chủ sẵn sàng. + Giá chào 8tỷ9. + Liên hệ [phone_number],Nhà,Hà Nội,Tây Hồ,Quảng An,Lạc Long Quân,,8900000000.0,55.0,,5.0,,,4.0,,,,2025-06-24T05:51:13.809000
PHỐ CỔ HÀ ĐÔNG - PHÂN LÔ - Ô TÔ CÁCH 10M -5 TẦNG THANG MÁY - MỚI XÂY TẶNG FULL NỘI THẤT NHƯ 3D,"+ Nhà nằm trên đường Nguyễn Viết Xuân-Hà Đông, phân lô bàn cờ , thoáng trước sau , 1 nhà ra ô tô dừng đỗ , cạnh nhà là sân chơi nhà văn hóa. +Giao thông thuận tiện ra các tuyến đường lớn Quang Trung,Lê Trọng Tấn,gần BV đa khoa Hà Đông,xung quang tiện ích ko thiếu thứ gì. + Thiết kế 05 tầng, thang máy 350kg chạy điện 3 pha. Diện tích 32m2, NHÀ CÓ 2 PHƯƠNG ÁN THIẾT KẾ NỘI THẤT SIÊU NET (chủ nhà là kiến trúc sư tự vẽ tự thi công). 1. Tầng 1: khách và bếp, chủ nhà sẽ đóng nội thất full. - Tầng 2: ngủ master full nội thất - Tầng 3, 4: ngủ + vs khép kín - Tầng 5: tum kĩ thuật và sân phơi. - Khu vực đang phát triển mạnh mẽ từng ngày, ở sướng, thang máy chạy vù vù. - Sổ đỏ vuông đẹp, cất két sẵn sàng giao dịch ACE liên hệ em Mơ để được xem nhà miễn phí kv Hà Đông",Nhà,Hà Nội,Hà Đông,Quang Trung,Nguyễn Viết Xuân,,8100000000.0,32.0,5.0,,,,3.0,3.0,,,2025-06-11T08:15:41.517000
"Nhà 5 tầng thang máy, ô tô ngủ trong nhà, kinh doanh vô đối.","Nhà 5 tầng thang máy, ô tô ngủ trong nhà, kinh doanh vô đối. Vị Trí: Ngõ thông nhiều nơi, ra gần hồ đầm tròn khu dân trí cao, hiếm nhà bán, an ninh tốt, xung quanh nhiều tiện ích",Nhà,Hà Nội,Ba Đình,Đội Cấn,Đội Cấn,,18500000000.0,55.0,,5.0,,,5.0,4.0,Bắc,Bắc,2025-06-29T08:52:45.763000
VOV Mễ Trì bán 83m2 - 4.7 tỷ full đồ BC Đông Nam 2PN. LH ngay: [phone_number],VOV Mễ Trì cần bán. Căn hộ 2PN 2VS full đồ. Giá 4.7 tỷ cho căn 83m2. Ban công Đông Nam. LH: [phone_number] đi xem nhà.,Căn hộ chung cư,Hà Nội,Nam Từ Liêm,,,Chung cư VOV Mễ Trì,4700000000.0,83.0,,,,,2.0,2.0,Đông Nam,Đông Nam,2025-06-10T03:17:40.706000
"Bán nhà Đại Mỗ 40m2, giá 6.3 tỷ có TL","Bán nhà dân xây 4 tầng, mặt tiền 4.8m vô cùng vuông vắn. Ngõ riêng ô tô đỗ. T1: Phòng khách - bếp - wc. T2 - 3: Mỗi tầng 2PN. T4: Phòng thờ - sân phơi. Sổ đẹp, không QH. Giá chào: 6.3 tỷ có TL. Liên hệ xem nhà: zalo/phone).",Nhà,Hà Nội,Nam Từ Liêm,Đại Mỗ,,,6300000000.0,40.0,4.0,4.8,,,4.0,4.0,,,2025-06-20T07:37:27.330000
"Nhà hiếm trong phân khúc 12,8 tỷ với nhiều tiêu chí khách hàng tìm kiếm","Kết nối giao thông thuận tiện 10m ra trục chính Tố Hữu, đường Vành Đai 3 và Khuất Duy Tiến. Nhà phân lô ô tô đỗ tận cửa. Khu vực có mật độ thuê kinh doanh cao. Thiết kế cầu thang cuối giúp nhà rộng rãi hơn. Nhà hiện trạng thông sàn có thể sửa chữa để vừa ở và kinh doanh.",Nhà,Hà Nội,Thanh Xuân,Nhân Chính,Tố Hữu,,12800000000.0,40.0,,4.0,,,3.0,3.0,Tây Nam,Tây Nam,2025-06-09T04:44:52.023000
"Bán nhà riêng 35m2 chính chủ tại Văn Phú, Hà Đông","Văn Phú, Hà Đông - nhà đẹp như khách sạn 5* - ô tô tránh - gần phố - thông bàn cờ - thang máy - thông sàn - ở sướng đời - kd vp đỉnh. Thiết kế: + Thông sàn, thiết kế hiện đại, thang máy, mỗi tầng 1 phòng khép kín, gara ô tô rộng. + Nhà mới đẹp full nội thất, ở luôn. + Nhà mặt tiền rộng, thoáng đẹp, phòng nào cũng ánh sáng ngập tràn. Vị trí: + Đường trước nhà ô tô tránh, ô tô vào nhà. + Phân lô Văn Phú - Hà Đông - Tố Hữu - Lê Văn Lương kéo dài. + Vị trí không có căn thứ 2 trong tầm giá. Trung tâm, tiện ích ngập tràn không thiếu thứ gì. Pháp lý: + Sổ đỏ chính chủ giao dịch luôn. + Sổ vuông vức A4. Giá nhỉnh nhẹ 11 tỷ đồng có lùi. Lh: [phone_number]",Nhà,Hà Nội,Hà Đông,Phú La,Văn Phú,,11500000000.0,35.0,,,,,4.0,4.0,,,2025-06-02T06:17:04.439000
"Bán nhà riêng phố thanh nhàn,hai bà trưng,35m2, 6 tầng, thang máy, oto đỗ cổng, giá chỉ nhỉnh 11tỷ","Căn nhà nằm tại vị trí trung tâm quận Hai Bà Trưng, phố Thanh Nhàn khu dân cư sầm uất, gần công viên, bệnh viện, trường học. Diện tích 35m x 6 tầng, có thang máy hiện đại, thiết kế sang trọng hơn cả khách sạn. -Nhà mới, nội thất cao cấp, vào ở ngay không cần sửa chữa. -Phù hợp để ở kết hợp kinh doanh, cho thuê văn phòng, căn hộ dịch vụ sinh lời bền vững. -Gần Công viên Tuổi Trẻ, bệnh viện Thanh Nhàn, các trường học lớn, đầy đủ tiện ích xung quanh. -Ô tô đỗ tận cổng, ngõ rộng, chỉ vài bước ra mặt phố. -Không có căn thứ hai trong khu vực có vị trí, tiện ích và thiết kế đẹp như vậy ở tầm giá này! -Giá chỉ nhỉnh 11 tỷ quá hời cho căn nhà trung tâm, thang máy, vừa ở vừa khai thác dòng tiền. Liên hệ ngay em Hường [phone_number] để xem nhà",Nhà,Hà Nội,Hai Bà Trưng,Thanh Nhàn,Thanh Nhàn,,1100000000.0,35.0,,,,,,,,,2025-06-13T06:56:03.204000
"Nhà chủ tự xây chắc chắn - phân lô ô tô tránh, vào nhà - kinh doanh vỉa hè - dt 42m - 18.7 tỷ.","NHÀ CHỦ TỰ XÂY CHẮC CHẮN - PHÂN LÔ Ô TÔ TRÁNH, VÀO NHÀ - KINH DOANH VỈA HÈ - DT 42M - 18.7 TỶ. Vỉa Hè - Kinh Doanh Khu P/Lô vip đẳng cấp của Quận, ô bàn cờ oto chạy vòng quanh, thông ra Huỳnh Thúc Kháng. Quy hoạch ổn định, pháp lý sạch, sổ đỏ nở hậu, chính chủ cất két sẵn sàng giao dịch. Thiết kế và bố trí hài hoà hợp lý. + Tầng 1 : Phòng khách gara oto. + Tầng 2 : 1 ngủ + 1 WC + 1 Phòng + Tầng 3 : 2 PN Wc giữa + Tầng 4 : phòng thờ sân phơi. Vị trí trung tâm đắc địa, rất thuận tiện đi lại.- Khu dân trí cao, an ninh rất tốt, khu đáng sống nhất, lõi Đống Đa. LH [phone_number]",Nhà,Hà Nội,Đống Đa,Láng Hạ,Nguyễn Chí Thanh,,18700000000.0,42.0,,,,,,,,,2025-06-04T16:59:01.560000
"(Giá thật) chính chủ bán căn 66m2, 2PN - 2WC + full NT, giá 6.3 tỷ CC Imperia Garden",Chuyển đổi chỗ ở nên gia đình cần bán căn chung cư Imperia Garden - 203 Nguyễn Huy Tưởng. Diện tích sử dụng: 66m2 thiết kế 3 phòng ngủ + 2 vệ sinh. Giá bán mong muốn: 6 tỷ 300 triệu (có ra lộc cho khách thiện chí). Liên hệ xem nhà trực tiếp: Quyết BĐS Giá Thật.,Căn hộ chung cư,Hà Nội,Thanh Xuân,Thanh Xuân Trung,Nguyễn Huy Tưởng,Imperia Garden,6300000000.0,66.0,,,,,2.0,2.0,,,2025-06-23T10:51:24.897000
"Bán nhanh căn 75m2 - Cieanco5 Tân Lập - Giá 12,5 tỷ","- Diện tích đất: 75m2 - Sổ đỏ cất két - Vị trí ngay sát lối đi thông sang Lideco , gần vườn hoa, gần sát về phía Cổng đi từ đường 32 vào",Biệt thự/Nhà liền kề,Hà Nội,Đan Phượng,Tân Lập,,,12500000000.0,75.0,,5.0,,,4.0,4.0,Nam,Nam,2025-06-25T11:43:35.068000
"Bán căn 79m2 - chung cư Cầu Giấy Center Point (110 Cầu Giấy), ban công ĐN, sẵn sổ, 7,1 tỷ có TL","Bán căn 79m2 - chung cư Cầu Giấy Center Point (110 Cầu Giấy), ban công ĐN, sẵn sổ, 7,1 tỷ có TL. - Vị trí: Chung cư Cầu Giấy Center Point - số 110 đường Cầu Giấy. - Diện tích: 79m2. - Ban công chính Đông Nam. - Thiết kế: 2 ngủ + 2 vệ sinh có thể sửa thành 3 ngủ. - Sẵn sổ đỏ. - Có slot ô tô. - Giá 7,1 tỷ. Sđt/zalo: [phone_number]",Căn hộ chung cư,Hà Nội,Cầu Giấy,Quan Hoa,Cầu Giấy,Chung cư Cầu Giấy Center Point,7100000000.0,79.0,,,,,2.0,2.0,Đông Nam,Đông Nam,2025-06-11T20:31:18.243000
"Mặt phố Ba La, đi bộ ra ĐH Đại Nam, 40m2, 3 tầng dân xây kiên cố","- 40m2, 3 tầng kiên cố, đối diện KĐT Man Bồi Gốc găng, tiện ích ngập tràn, 3 bước chân ra ĐH Đại Nam hoặc ngã ba Ba La. Lên Bưu điện HĐ chỉ 5 phút. - MT = Hậu 4m, 3 phòng ngủ lớn, nhà vuông vắn đẹp, thoáng, đủ công năng. - Sổ đỏ chính chủ sang tên ngay. Alo em Hương [phone_number] lv chủ.",Nhà,Hà Nội,Hà Đông,Phú Lãm,Ba La,,6600000000.0,40.0,3.0,4.0,,,,,,,2025-06-18T11:37:10.005000
